Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
PcG protein complex	94	1.516027E-30	2.0401852712766E-29	2.579881	195	0.005359646	113	0.001797674707965	1.250763	39	39	0.002703827
methyltransferase complex	103	1.685809E-26	2.07043532524272E-25	2.166194	239	0.006569002	75	6.31688038666667E-06	1.250763	66	66	0.004575707
mitochondrial ribosome	104	3.973766E-26	4.83347499038462E-25	2.672898	155	0.004260231	106	0.000965542875	1.2276	53	54	0.003674432
histone methyltransferase complex	108	3.400549E-25	3.98305044907407E-24	2.13932	233	0.00640409	76	9.76971650657895E-06	1.250763	64	64	0.004437049
histone deacetylase complex	115	5.892979E-23	6.4822769E-22	2.084938	224	0.006156722	166	0.035299649728916	1.177188	48	51	0.003327787
heterochromatin	116	1.144748E-22	1.24836743103448E-21	2.05457	229	0.006294148	115	0.0020340738	1.209071	58	60	0.004021076
small ribosomal subunit	123	1.626978E-20	1.67327412195122E-19	2.217455	172	0.004727483	98	0.000159972158163	1.230909	62	63	0.004298392
spindle microtubule	140	2.185843E-17	1.97506528214286E-16	2.091658	164	0.0045076	126	0.005169310055556	1.222968	44	45	0.003050471
organelle envelope lumen	143	1.74616E-16	1.54468E-15	2.031685	166	0.00456257	115	0.0020340738	1.209071	58	60	0.004021076
structural constituent of ribosome	49	5.956662E-71	4.48329988897959E-69	2.587002	466	0.01280818	45	2.81232537777778E-10	1.227163	156	159	0.01081531
single-stranded DNA binding	105	4.075476E-22	1.43146242742857E-20	2.065832	220	0.00604678	107	0.002412560002991	1.212278	63	65	0.00436772
rRNA binding	117	2.545694E-20	8.02437561709402E-19	2.938444	101	0.002776022	149	0.029903962362416	1.250763	30	30	0.002079867
ribonucleoprotein complex binding	126	6.256324E-19	1.83121610412698E-17	2.046446	190	0.005222219	92	0.000755186548696	1.230258	60	61	0.004159734
peptidyl-prolyl cis-trans isomerase activity	131	5.647981E-18	1.59005755175573E-16	2.265438	142	0.003902922	143	0.024430810411189	1.220983	41	42	0.002842485
DNA-directed RNA polymerase activity	135	4.352713E-17	1.18909670696296E-15	2.353414	124	0.003408185	106	0.002277739417358	1.250763	43	43	0.002981143
DNA helicase activity	148	4.197515E-15	1.04597535945946E-13	2.023748	152	0.004177775	100	0.0012316466928	1.250763	46	46	0.003189129
ATP-dependent DNA helicase activity	165	2.577927E-13	5.76205744E-12	2.109941	119	0.003270758	135	0.013462309131852	1.250763	34	34	0.002357182
