Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
RNA methyltransferase activity	281	1.175172E-08	1.54236097366548E-07	2.037042	78	0.00256124	73	0.002008306967671	1.38617	31	31	0.002381867
cell-substrate junction	55	9.665586E-60	2.22308478E-58	2.185556	547	0.01796152	126	0.015793394484127	1.151888	118	142	0.009066462
focal adhesion	65	5.973488E-53	1.16253266461538E-51	2.170216	491	0.01612268	113	0.005485816911504	1.174541	111	131	0.008528621
cell-substrate adherens junction	70	2.897322E-50	5.23587475714286E-49	2.1183	492	0.01615551	135	0.021564483111111	1.150008	112	135	0.008605455
melanosome	92	2.733055E-31	3.757950625E-30	2.086617	311	0.01021212	154	0.040837231071429	1.164972	79	94	0.006069919
cytosolic ribosome	122	1.162323E-21	1.20519556967213E-20	2.147722	196	0.006435936	49	4.83920586734694E-08	1.328413	92	96	0.007068767
methyltransferase complex	130	8.711814E-21	8.47726516153846E-20	2.111486	195	0.0064031	54	2.59981628703704E-07	1.365167	65	66	0.004994237
histone methyltransferase complex	140	2.095216E-19	1.89317731428571E-18	2.073174	189	0.006206081	56	4.68885577678571E-07	1.364511	63	64	0.004840569
autophagic vacuole	151	1.769876E-17	1.48271068874172E-16	2.247393	140	0.004597097	90	0.000484431609444	1.351516	39	40	0.002996542
nucleolar part	155	5.382019E-17	4.39242195806452E-16	2.756743	92	0.00302095	101	0.001956849792079	1.346565	34	35	0.00261237
cleavage furrow	167	1.222682E-15	9.26163311377245E-15	2.182229	132	0.004334406	160	0.04561053165625	1.247553	36	40	0.002766039
cis-Golgi network	178	6.233219E-14	4.42978766011236E-13	2.243414	109	0.003579169	121	0.009773043954545	1.338371	28	29	0.002151364
pre-autophagosomal structure	188	6.851664E-13	4.61029519148936E-12	2.631693	73	0.002397058	139	0.025407179172662	1.38617	18	18	0.00138302
mediator complex	210	1.291608E-10	7.78040057142857E-10	2.010281	103	0.00338215	97	0.001115302247423	1.348706	36	37	0.002766039
cytosolic large ribosomal subunit	213	1.524207E-10	9.05221528169014E-10	2.069968	95	0.003119459	70	1.151624375E-05	1.360016	52	53	0.00399539
MLL1 complex	218	4.56119E-10	2.6467455733945E-09	2.200705	78	0.00256124	124	0.012807584314516	1.336664	27	28	0.002074529
cytosolic small ribosomal subunit	226	1.588743E-09	8.89274289823009E-09	2.092686	82	0.002692586	130	0.018554494538462	1.279541	36	39	0.002766039
DNA-directed RNA polymerase II, core complex	268	2.813587E-07	1.32805505783582E-06	2.710593	35	0.001149274	157	0.043252541592357	1.38617	16	16	0.001229351
U12-type spliceosomal complex	276	6.55862E-07	3.00603416666667E-06	2.110668	54	0.001773166	110	0.0045137247	1.38617	24	24	0.001844026
