Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
enzyme binding	1	0	0	2.405261	23448	0.1485376	23	1.00291391826087E-19	1.150584	1001	1170	0.07461796
transferase activity, transferring phosphorus-containing groups	1	0	0	2.08685	16497	0.1045047	25	1.29172922848E-18	1.160632	838	971	0.06246739
phosphotransferase activity, alcohol group as acceptor	1	0	0	2.125216	13056	0.08270672	28	6.09973730571429E-13	1.158688	610	708	0.04547149
kinase activity	1	0	0	2.056667	14464	0.09162607	29	1.22945279062069E-12	1.145302	706	829	0.05262766
hydrolase activity, acting on acid anhydrides	1	0	0	2.163654	13137	0.08321984	31	3.19964574709677E-12	1.144862	687	807	0.05121133
nucleus	1	0	0	2.104745	88231	0.5589228	8	3.2334949625E-98	1.126971	5090	6074	0.379426
intracellular organelle part	1	0	0	2.03375	87246	0.5526831	9	4.27193451666667E-96	1.119869	5401	6486	0.402609
organelle part	1	0	0	2.013436	87982	0.5573455	10	1.888572895E-93	1.116758	5479	6598	0.4084234
nuclear part	1	0	0	2.632117	47069	0.2981712	11	4.21339875E-92	1.208287	2221	2472	0.1655609
nuclear lumen	1	0	0	2.713417	41053	0.2600612	13	2.9263245E-82	1.215651	1882	2082	0.1402907
intracellular organelle lumen	1	0	0	2.461447	47174	0.2988363	14	9.961116E-82	1.188857	2378	2690	0.1772643
membrane-enclosed lumen	1	0	0	2.435463	48372	0.3064254	15	9.74713703333334E-77	1.179615	2456	2800	0.1830786
organelle lumen	1	0	0	2.434996	47722	0.3023078	16	4.006394940625E-75	1.179545	2412	2750	0.1797987
nucleoplasm	1	0	0	2.936641	30531	0.1934068	17	1.00678522352941E-68	1.238766	1308	1420	0.0975028
cytosol	1	0	0	2.315928	44181	0.2798763	18	9.943659E-56	1.161404	2235	2588	0.1666045
mitochondrion	1	0	0	2.130612	22498	0.1425196	19	3.51426054736842E-50	1.197296	1412	1586	0.1052553
ribonucleoprotein complex	1	0	0	3.0067	11758	0.07448419	20	2.2515665425E-40	1.272259	596	630	0.04442788
macromolecular complex	1	0	0	2.187173	62888	0.3983808	21	1.52332805952381E-38	1.102117	3460	4222	0.2579202
nucleoplasm part	1	0	0	3.151774	14932	0.09459074	22	2.6875316E-38	1.264863	601	639	0.0448006
mitochondrial part	1	0	0	2.150355	11101	0.07032225	24	1.05514862291667E-30	1.219342	719	793	0.05359672
intracellular non-membrane-bounded organelle	1	0	0	2.140678	50356	0.3189935	25	1.349739314E-26	1.098264	2717	3327	0.2025345
microtubule cytoskeleton	1	0	0	2.251329	16404	0.1039155	26	1.27603323269231E-25	1.187555	823	932	0.06134924
nucleolus	1	0	0	2.533236	11922	0.07552309	29	1.21201220344828E-22	1.20912	588	654	0.04383153
organelle envelope	1	0	0	2.283622	14101	0.08932655	30	1.47991422333333E-22	1.183146	761	865	0.05672754
envelope	1	0	0	2.287858	14183	0.089846	31	1.83731456451613E-22	1.182343	764	869	0.05695117
