Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
translational initiation	386	7.697163E-26	2.08182336062176E-24	2.182414	228	0.01154781	164	3.5295793902439E-11	1.329839	139	147	0.01083567
translational elongation	390	1.375153E-25	3.6811788E-24	2.467493	175	0.008863452	283	1.42673261342756E-06	1.294364	104	113	0.008107265
cellular protein complex disassembly	393	3.34224E-25	8.87862229007633E-24	2.446675	175	0.008863452	317	4.69050757097792E-06	1.289179	99	108	0.007717493
intrinsic apoptotic signaling pathway	397	7.631972E-25	2.00699717078086E-23	2.010055	266	0.01347245	286	1.63081305314685E-06	1.270948	122	135	0.009510446
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	401	3.844918E-24	1.00102104538653E-22	2.33735	183	0.009268639	176	2.83589194090909E-10	1.347285	114	119	0.00888681
translational termination	411	4.720684E-23	1.19912265109489E-21	2.631268	139	0.007040113	275	1.26332959418182E-06	1.327367	84	89	0.006548176
viral transcription	416	9.684202E-23	2.43036223269231E-21	2.699382	131	0.006634927	265	5.99575109433962E-07	1.340194	81	85	0.006314312
ribosome	57	3.542977E-42	7.86292264035088E-41	2.315772	336	0.01701783	40	4.782111125E-16	1.318084	209	223	0.01629249
cytosolic part	70	1.263561E-25	2.28343523571429E-24	2.007032	276	0.01397893	86	2.52941898255814E-05	1.200392	169	198	0.01317431
ribosomal subunit	75	1.596005E-24	2.69192843333333E-23	2.291024	194	0.00982577	60	3.22909381666667E-08	1.293456	126	137	0.009822264
mitochondrial membrane part	81	2.860628E-22	4.46752397530864E-21	2.085274	216	0.01094003	84	1.73353341071429E-05	1.23058	133	152	0.01036795
cytosolic ribosome	87	7.681744E-21	1.11694323678161E-19	2.433849	144	0.007293355	82	1.11145568841463E-05	1.289179	88	96	0.006859994
catalytic step 2 spliceosome	93	2.151097E-19	2.92595452150538E-18	2.425656	134	0.006786872	59	2.18729434745763E-08	1.370772	77	79	0.006002495
large ribosomal subunit	98	1.391881E-18	1.79666271938775E-17	2.590865	113	0.005723258	87	2.5083815862069E-05	1.312618	70	75	0.005456813
transcriptional repressor complex	113	4.768012E-15	5.33764175221239E-14	2.008283	154	0.007799838	126	0.003235475440476	1.257216	59	66	0.004599314
cytosolic large ribosomal subunit	118	1.891001E-14	2.02721717372881E-13	2.688681	80	0.004051864	136	0.005396838805147	1.2737	48	53	0.003741815
mitochondrial respiratory chain	133	1.328416E-11	1.26349341353383E-10	2.234922	89	0.004507699	166	0.020712584186747	1.208295	61	71	0.004755223
nucleolar part	135	2.594789E-11	2.4314133962963E-10	2.726903	59	0.00298825	140	0.006661064417857	1.326012	33	35	0.002572498
spindle microtubule	141	3.352201E-10	3.00747110992908E-09	2.091704	89	0.004507699	105	0.000469093805714	1.343871	43	45	0.003352042
mitochondrial ribosome	155	2.193661E-09	1.79031042903226E-08	2.224396	70	0.003545381	99	0.000242056727778	1.328245	51	54	0.003975678
small ribosomal subunit	164	3.932829E-09	3.03355407621951E-08	2.019336	85	0.004305105	121	0.001930334590909	1.272436	57	63	0.004443405
small nuclear ribonucleoprotein complex	165	4.434994E-09	3.40016206666667E-08	2.329342	61	0.003089546	104	0.00046499344375	1.369367	37	38	0.002884316
Cajal body	191	1.475512E-07	9.77237005235602E-07	2.182164	56	0.002836305	180	0.027422761361111	1.265739	36	40	0.002806361
anaphase-promoting complex	203	2.999144E-07	1.86892470935961E-06	2.749209	34	0.001722042	142	0.006880360834507	1.406377	21	21	0.001637044
SAGA-type complex	205	3.079398E-07	1.90021388780488E-06	2.383962	44	0.002228525	152	0.009932189111842	1.354289	26	27	0.002026816
viral nucleocapsid	208	3.910335E-07	2.37816046875E-06	2.014397	63	0.003190843	140	0.006661064417857	1.326012	33	35	0.002572498
cytosolic small ribosomal subunit	213	5.290145E-07	3.14179973004695E-06	2.125657	54	0.002735008	153	0.010327402124183	1.298194	36	39	0.002806361
structural constituent of ribosome	57	5.58389E-33	3.61287479298246E-31	2.424502	237	0.01200365	42	6.50943942095238E-11	1.317925	149	159	0.01161522
ribonucleoprotein complex binding	103	4.123652E-15	1.47650762873786E-13	2.282485	115	0.005824554	56	1.51301385428571E-06	1.383321	60	61	0.004677268
DNA-directed RNA polymerase activity	105	1.919876E-14	6.74333589333333E-13	2.727938	78	0.003950567	91	0.000315094492923	1.37367	42	43	0.003274088
cis-trans isomerase activity	107	4.372453E-14	1.50706604336449E-12	2.494175	89	0.004507699	133	0.008869409846617	1.310487	41	44	0.003196133
peptidyl-prolyl cis-trans isomerase activity	109	5.633541E-14	1.90610084477064E-12	2.528283	86	0.004355754	141	0.01449628297305	1.305921	39	42	0.003040225
single-stranded RNA binding	131	8.926355E-11	2.51300742290076E-09	2.031312	102	0.005166126	145	0.021902658113104	1.284083	42	46	0.003274088
ATP-dependent DNA helicase activity	187	4.006793E-07	7.90216715721925E-06	2.025716	62	0.003140194	95	0.000353276548042	1.406377	34	34	0.002650452
RNA methyltransferase activity	221	2.724957E-06	4.54734905701357E-05	2.054398	51	0.002583063	103	0.000908337571262	1.406377	31	31	0.002416589
ribosome binding	243	7.02841E-06	0.000106669860412	2.030518	48	0.002431118	148	0.021852010513514	1.356149	27	28	0.002104771
