Term Name 	 Binom Rank 	 Binom Raw P-Value 	  Binom FDR Q-Val  	 Binom Fold Enrichment 	 Binom Observed Region Hits 	 Binom Region Set Coverage 	 Hyper Rank 	  Hyper FDR Q-Val  	 Hyper Fold Enrichment 	 Hyper Observed Gene Hits 	 Hyper Total Genes 	 Hyper Gene Set Coverage
cellular protein complex disassembly	367	6.555827E-24	1.86492735367847E-22	2.480609	161	0.008986381	201	3.84371869253731E-07	1.324818	100	108	0.007930843
protein localization to endoplasmic reticulum	370	7.844226E-24	2.21334376864865E-22	2.29114	188	0.01049341	155	5.38264038193549E-10	1.350678	118	125	0.009358395
ribosome	51	4.041959E-38	1.00256434019608E-36	2.309002	304	0.01696807	36	4.763484E-15	1.321729	206	223	0.01633754
ribosomal subunit	70	3.516824E-26	6.35540337142857E-25	2.420667	186	0.01038178	45	2.58445768777778E-10	1.336809	128	137	0.01015148
cytosolic part	72	8.479761E-26	1.48984689791667E-24	2.067564	258	0.01440054	51	1.22245532156863E-08	1.264599	175	198	0.01387898
spliceosomal complex	79	1.060599E-21	1.69830093037975E-20	2.016301	228	0.01272605	43	6.3129236627907E-11	1.328603	143	154	0.01134111
cytosolic ribosome	83	8.387149E-21	1.27828234759036E-19	2.514543	135	0.007535164	62	8.83679216129032E-07	1.326474	89	96	0.00705845
mitochondrial membrane part	86	9.960126E-20	1.46506504534884E-18	2.063978	194	0.01082831	110	0.000875625985	1.195474	127	152	0.01007217
melanosome	91	6.919448E-18	9.6187930989011E-17	2.041449	179	0.009991069	88	8.8166489375E-05	1.27859	84	94	0.006661908
large ribosomal subunit	94	3.239236E-17	4.35918461702128E-16	2.602541	103	0.005749051	82	5.07898271341464E-05	1.316339	69	75	0.005472282
catalytic step 2 spliceosome	100	2.230603E-16	2.821712795E-15	2.353967	118	0.006586292	73	1.8464789109589E-05	1.322135	73	79	0.005789515
cytosolic large ribosomal subunit	114	6.927578E-14	7.68718085087719E-13	2.740786	74	0.004130386	108	0.000798982784722	1.322818	49	53	0.003886113
lipid particle	116	4.806289E-13	5.24134102155172E-12	2.425881	86	0.004800179	150	0.012187423233333	1.265711	46	52	0.003648188
spindle microtubule	117	4.911179E-13	5.30994994444445E-12	2.356925	91	0.005079259	115	0.0014476715	1.335417	42	45	0.003330954
Cajal body	126	2.136194E-11	2.14467096031746E-10	2.662473	62	0.003460594	133	0.005363851097744	1.323493	37	40	0.002934412
mitochondrial ribosome	131	4.155485E-11	4.01273933206107E-10	2.451355	70	0.003907122	106	0.000611478444811	1.324818	50	54	0.003965422
small ribosomal subunit	136	1.02636E-10	9.54665735294118E-10	2.199191	84	0.004688547	84	5.56221102380952E-05	1.339959	59	63	0.004679197
anaphase-promoting complex	144	2.804493E-10	2.46366919791667E-09	3.386153	38	0.002121009	176	0.03889291375	1.36267	20	21	0.001586169
mitochondrial nucleoid	164	6.642974E-09	5.12400128658537E-08	2.302722	61	0.003404778	92	0.0001476080375	1.395033	39	40	0.003093029
nucleoid	166	8.137353E-09	6.20105514759036E-08	2.271933	62	0.003460594	90	0.0001078540265	1.395906	40	41	0.003172337
nuclear ubiquitin ligase complex	172	2.43218E-08	1.78878354651163E-07	2.689314	42	0.002344273	151	0.012648433410596	1.373571	24	25	0.001903402
cytosolic small ribosomal subunit	193	1.500373E-07	9.8340510103627E-07	2.25578	52	0.002902434	137	0.006932196306569	1.320742	36	39	0.002855103
structural constituent of ribosome	53	1.818321E-30	1.26527695245283E-28	2.43513	216	0.01205626	35	5.30807833828571E-11	1.331817	148	159	0.01173765
ribonucleoprotein complex binding	112	5.756777E-11	1.89562442642857E-09	2.099788	96	0.005358339	92	0.005899312773913	1.290069	55	61	0.004361964
DNA-directed RNA polymerase activity	133	1.311677E-09	3.63719156090226E-08	2.389603	62	0.003460594	119	0.033971314689076	1.297705	39	43	0.003093029
RNA methyltransferase activity	147	1.295316E-08	3.2497451755102E-07	2.397189	54	0.003014066	69	0.00079457372058	1.430803	31	31	0.002458561
